"","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y"
"170","glenelg","C070x2018","C070",0,0,0,0,2018-02-16,2018-04-24,67,2018,-38.15118204,141.451122,"Lowland Forests",7,539525.954775925,5777314.67790805
"171","glenelg","C071x2018","C071",0,1,0,0,2018-02-16,2018-04-24,67,2018,-38.15025299,141.45634,"Lowland Forests",7,539983.649747998,5777415.52478981
"172","glenelg","C073x2018","C073",0,0,0,0,2018-02-17,2018-04-25,67,2018,-38.15103703,141.467697,"Lowland Forests",9,540978.295213938,5777323.57418853
"173","glenelg","C074x2018","C074",0,0,1,0,2018-02-14,2018-04-25,70,2018,-38.15121104,141.473526,"Lowland Forests",10,541488.919986092,5777301.67533595
"174","glenelg","C075x2018","C075",1,1,1,0,2018-02-14,2018-04-25,70,2018,-38.15109302,141.479268,"Lowland Forests",13,541992.087167155,5777312.18621141
"175","glenelg","C076x2018","C076",1,0,0,0,2018-02-14,2018-04-25,70,2018,-38.15108104,141.484983,"Lowland Forests",13,542492.828867438,5777310.91255143
"176","glenelg","C077x2018","C077",1,0,0,0,2018-02-15,2018-04-26,70,2018,-38.15578002,141.416698,"Lowland Forests",14,536507.5218408,5776818.6163645
"177","glenelg","C078x2018","C078",0,1,0,1,2018-02-17,2018-04-27,69,2018,-38.15644696,141.422307,"Lowland Forests",10,536998.599678388,5776742.39264845
"178","glenelg","C079x2018","C079",0,1,1,0,2018-02-17,2018-04-27,69,2018,-38.15595997,141.427355,"Lowland Forests",10,537441.109295015,5776794.40101927
"179","glenelg","C081x2018","C081",0,1,1,0,2018-02-16,2018-04-27,70,2018,-38.15577398,141.439477,"Heathlands",7,538503.235675379,5776810.07430825
"180","glenelg","C082x2018","C082",0,0,0,0,2018-02-16,2018-04-27,70,2018,-38.15626801,141.444652,"Heathlands",4,538956.364489427,5776753.09760286
"181","glenelg","C083x2018","C083",0,1,0,0,2018-02-16,2018-04-27,70,2018,-38.15550601,141.450735,"Lowland Forests",7,539489.715166724,5776835.07320232
"182","glenelg","C085x2018","C085",1,0,0,1,2018-02-17,2018-04-25,67,2018,-38.15588001,141.462866,"Lowland Forests",8,540552.33253788,5776788.34064435
"183","glenelg","C086x2018","C086",0,1,0,1,2018-02-17,2018-04-25,67,2018,-38.15535103,141.467527,"Lowland Forests",9,540960.987263137,5776844.98569701
"184","glenelg","C087x2018","C087",0,0,0,0,2018-02-14,2018-04-25,70,2018,-38.15555496,141.473604,"Lowland Forests",9,541493.292869121,5776819.65693865
"185","glenelg","C088x2018","C088",1,1,1,0,2018-02-17,2018-04-25,67,2018,-38.15561699,141.479039,"Lowland Forests",12,541969.430020133,5776810.32866426
"186","glenelg","C089x2018","C089",1,0,0,0,2018-02-14,2018-04-25,70,2018,-38.15574297,141.48497,"Lowland Forests",13,542488.984975269,5776793.64971455
"187","glenelg","C090x2018","C090",0,0,0,0,2018-02-15,2018-04-27,71,2018,-38.16052501,141.416673,"Lowland Forests",12,536502.965964988,5776292.14217077
"188","glenelg","C091x2018","C091",0,0,0,0,2018-02-17,2018-04-27,69,2018,-38.16032301,141.428005,"Lowland Forests",10,537495.822545546,5776310.03375254
"189","glenelg","C095x2018","C095",0,0,0,0,2018-02-16,2018-04-27,70,2018,-38.15992998,141.445241,"Heathlands",6,539006.016738225,5776346.53294451
"190","glenelg","C096x2018","C096",0,1,0,0,2018-02-16,2018-04-27,70,2018,-38.16026878,141.4510278,"Lowland Forests",9,539512.797822304,5776306.49110529
"191","glenelg","C097x2018","C097",0,0,0,0,2018-02-14,2018-04-27,72,2018,-38.16034799,141.456713,"Lowland Forests",10,540010.815383517,5776295.26451149
"192","glenelg","C0971x2018","C0971",0,0,0,1,2018-02-17,2018-04-27,69,2018,-38.160393,141.422532,"Lowland Forests",11,537016.317219686,5776304.46684076
"193","glenelg","C098x2018","C098",0,0,0,0,2018-02-14,2018-04-26,71,2018,-38.160322,141.462382,"Lowland Forests",10,540507.470940692,5776295.68702251
"194","glenelg","C099x2018","C099",0,1,0,0,2018-02-14,2018-04-26,71,2018,-38.16034103,141.468012,"Lowland Forests",11,541000.68507766,5776291.1011766
"195","glenelg","C100x2018","C100",0,0,0,0,2018-02-14,2018-04-25,70,2018,-38.16058503,141.474563,"Lowland Forests",10,541574.456907364,5776261.11108166
"196","glenelg","C101x2018","C101",0,1,0,0,2018-02-14,2018-04-25,70,2018,-38.15985898,141.479586,"Lowland Forests",12,542014.919774958,5776339.40676142
"197","glenelg","C102x2018","C102",1,1,0,0,2018-02-14,2018-04-25,70,2018,-38.16010499,141.485125,"Lowland Forests",11,542500.032927989,5776309.586317
"198","glenelg","C103x2018","C103",1,1,0,0,2018-02-17,2018-04-26,68,2018,-38.16478796,141.416724,"Lowland Forests",14,536505.308142067,5775819.12281699
"199","glenelg","C104x2018","C104",0,1,0,0,2018-02-16,2018-04-27,70,2018,-38.16477698,141.422419,"Lowland Forests",10,537004.201742228,5775818.08359995
"200","glenelg","C105x2018","C105",0,1,1,0,2018-02-16,2018-04-26,69,2018,-38.16503297,141.42824,"Lowland Forests",9,537513.996507907,5775787.34086128
"201","glenelg","C106x2018","C106",1,0,0,0,2018-02-16,2018-04-26,69,2018,-38.16508996,141.434266,"Lowland Forests",8,538041.849317184,5775778.56224447
"202","glenelg","C108x2018","C108",1,0,0,0,2018-02-17,2018-04-27,69,2018,-38.16440499,141.445253,"Heathlands",8,539004.683790488,5775849.99891783
"203","glenelg","C109x2018","C109",0,1,0,0,2018-02-16,2018-04-27,70,2018,-38.16445696,141.450214,"Heathlands",8,539439.247321557,5775842.13398357
"204","glenelg","C110x2018","C110",1,0,0,0,2018-02-14,2018-04-27,72,2018,-38.16483499,141.456517,"Lowland Forests",8,539991.193389877,5775797.48950254
"205","glenelg","C111x2018","C111",0,0,0,0,2018-02-14,2018-04-26,71,2018,-38.16465603,141.462258,"Lowland Forests",9,540494.210401002,5775814.85447708
"206","glenelg","C112x2018","C112",0,0,0,0,2018-02-14,2018-04-26,71,2018,-38.16501,141.467944,"Lowland Forests",9,540992.11345471,5775773.08081083
"207","glenelg","C113x2018","C113",1,0,0,0,2018-02-14,2018-04-25,70,2018,-38.16452603,141.473682,"Lowland Forests",10,541495.041993944,5775824.22786898
"208","glenelg","C114x2018","C114",1,1,0,0,2018-02-14,2018-04-26,71,2018,-38.16438002,141.480083,"Lowland Forests",13,542055.863330811,5775837.54459465
"209","glenelg","C115x2018","C115",0,1,0,0,2018-02-14,2018-04-26,71,2018,-38.16496901,141.485363,"Lowland Forests",11,542518.05837989,5775769.78449018
"210","glenelg","C116x2018","C116",1,1,0,0,2018-02-17,2018-04-26,68,2018,-38.16934898,141.416844,"Lowland Forests",10,536513.545018415,5775313.00329456
"211","glenelg","C117x2018","C117",1,0,0,1,2018-02-17,2018-04-26,68,2018,-38.16918897,141.42228,"Lowland Forests",9,536989.795585765,5775328.6024845
"212","glenelg","C118x2018","C118",1,1,0,0,2018-02-16,2018-04-27,70,2018,-38.16928804,141.427797,"Lowland Forests",8,537473.010947542,5775315.39453761
"213","glenelg","C119x2018","C119",1,0,0,0,2018-02-16,2018-04-26,69,2018,-38.16928402,141.433732,"Lowland Forests",8,537992.893555391,5775313.42507305
"214","glenelg","C120x2018","C120",0,0,0,0,2018-02-17,2018-04-27,69,2018,-38.16937697,141.439473,"Lowland Forests",8,538495.731742011,5775300.74348793
"215","glenelg","C121x2018","C121",0,0,0,0,2018-02-17,2018-04-27,69,2018,-38.16921503,141.445185,"Lowland Forests",7,538996.164276463,5775316.32455128
"216","glenelg","C122x2018","C122",0,0,0,0,2018-02-16,2018-04-27,70,2018,-38.16889099,141.450185,"Heathlands",7,539434.318069091,5775350.16385896
"217","glenelg","C124x2018","C124",1,0,0,0,2018-02-17,2018-04-26,68,2018,-38.169037,141.46204,"Lowland Forests",8,540472.690920801,5775328.85432576
"218","glenelg","C125x2018","C125",0,0,0,0,2018-02-14,2018-04-26,71,2018,-38.16921101,141.468035,"Lowland Forests",7,540997.732102315,5775306.91278231
"219","glenelg","C126x2018","C126",1,0,0,0,2018-02-14,2018-04-26,71,2018,-38.16881304,141.473736,"Lowland Forests",10,541497.342043312,5775348.53362419
"220","glenelg","C128x2018","C128",0,1,0,0,2018-02-14,2018-04-26,71,2018,-38.169324,141.485007,"Lowland Forests",10,542484.344666446,5775286.73457539
"221","glenelg","H01x2018","H01",1,0,0,0,2018-04-23,2018-06-19,57,2018,-37.8766,141.44687,"Lowland Forests",0,539299.742969295,5807782.22777
"222","glenelg","H02x2018","H02",1,0,0,0,2018-04-23,2018-06-19,57,2018,-37.87533,141.45196,"Lowland Forests",0,539748.06501726,5807920.97924096
"223","glenelg","H03x2018","H03",0,0,0,0,2018-04-23,2018-06-19,57,2018,-37.87343,141.45673,"Lowland Forests",0,540168.60123093,5808129.74295326
"224","glenelg","H04x2018","H04",1,1,1,0,2018-04-23,2018-06-19,57,2018,-37.87385,141.46248,"Lowland Forests",0,540674.075420846,5808080.65324323
"225","glenelg","H05x2018","H05",1,1,0,0,2018-04-23,2018-06-19,57,2018,-37.8746,141.4682,"Lowland Forests",0,541176.721846584,5807994.93188229
"226","glenelg","H06x2018","H06",1,0,0,0,2018-04-23,2018-06-19,57,2018,-37.87551,141.47433,"Lowland Forests",0,541715.325992601,5807891.24434
"227","glenelg","H07x2018","H07",0,1,0,0,2018-04-23,2018-06-19,57,2018,-37.87546,141.47926,"Herb-rich Woodlands",0,542148.929723424,5807894.57666331
"228","glenelg","H1x2018","H1",1,0,0,0,2018-04-21,2018-06-19,59,2018,-37.88088,141.44869,"Lowland Forests",0,539457.51937442,5807306.59104269
"229","glenelg","H101x2018","H101",1,0,0,0,2018-04-16,2018-06-20,65,2018,-37.91233,141.46106,"Heathy Woodlands",0,540528.087455362,5803811.87869404
"230","glenelg","H102x2018","H102",1,1,0,0,2018-04-16,2018-06-20,65,2018,-37.91207,141.46583,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,540947.526295417,5803838.64205364
"231","glenelg","H104x2018","H104",1,0,0,1,2018-04-18,2018-06-21,64,2018,-37.91217,141.47696,"Heathy Woodlands",0,541925.827618663,5803822.60087712
"232","glenelg","H105x2018","H105",1,0,0,0,2018-04-18,2018-06-21,64,2018,-37.91214,141.48333,"Heathy Woodlands",0,542485.785075478,5803823.04611651
"233","glenelg","H106x2018","H106",0,0,0,1,2018-04-18,2018-06-21,64,2018,-37.91186,141.48916,"Heathy Woodlands",0,542998.421115921,5803851.44010752
"234","glenelg","H107x2018","H107",0,0,0,1,2018-04-17,2018-06-21,65,2018,-37.91164,141.49495,"Heathy Woodlands",0,543507.509676538,5803873.16364521
"235","glenelg","H108x2018","H108",1,0,0,1,2018-04-17,2018-06-21,65,2018,-37.91192,141.50087,"Heathy Woodlands",0,544027.730864892,5803839.31848375
"236","glenelg","H109x2018","H109",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.91256,141.5063,"Heathy Woodlands",0,544504.658993675,5803765.73171667
"237","glenelg","H11x2018","H11",1,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88238,141.50563,"Lowland Forests",0,544463.916178463,5807114.55884061
"238","glenelg","H111x2018","H111",0,0,0,1,2018-04-19,2018-06-20,62,2018,-37.91179,141.51749,"Heathy Woodlands",0,545488.760326294,5803845.76441307
"239","glenelg","H112x2018","H112",1,0,0,0,2018-04-19,2018-06-20,62,2018,-37.91197,141.52288,"Lowland Forests",0,545962.44704466,5803823.14995811
"240","glenelg","H113x2018","H113",0,0,0,0,2018-04-22,2018-06-20,59,2018,-37.91661,141.44853,"Heathy Woodlands",0,539424.385623049,5803342.37922412
"241","glenelg","H114x2018","H114",0,0,0,1,2018-04-16,2018-06-21,66,2018,-37.91679,141.45539,"Heathy Woodlands",0,540027.263760999,5803319.48505052
"242","glenelg","H115x2018","H115",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.91663,141.46016,"Heathy Woodlands",0,540446.620702195,5803335.17870411
"243","glenelg","H116x2018","H116",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.91575,141.46465,"Lowland Forests",0,540841.766330792,5803430.85860544
"244","glenelg","H119x2018","H119",0,1,1,1,2018-04-18,2018-06-21,64,2018,-37.91611,141.48432,"Heathy Woodlands",0,542570.520821659,5803382.11737337
"245","glenelg","H12x2018","H12",1,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88286,141.51158,"Lowland Forests",0,544986.856661982,5807058.45029479
"246","glenelg","H120x2018","H120",0,0,0,0,2018-04-18,2018-06-21,64,2018,-37.91589,141.4904,"Heathy Woodlands",0,543105.069261876,5803403.73321036
"247","glenelg","H121x2018","H121",0,0,0,1,2018-04-18,2018-06-21,64,2018,-37.91674,141.49487,"Heathy Woodlands",0,543497.47416072,5803307.34842436
"248","glenelg","H124x2018","H124",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.91632,141.51223,"Dry Forests",0,545023.627974322,5803345.70690947
"249","glenelg","H125x2018","H125",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.91652,141.51765,"Dry Forests",0,545499.911263823,5803320.88539501
"250","glenelg","H126x2018","H126",1,1,0,0,2018-04-19,2018-06-21,63,2018,-37.91651,141.52398,"Lowland Forests",0,546056.30967985,5803318.88688449
"251","glenelg","H127x2018","H127",1,1,0,0,2018-04-22,2018-06-20,59,2018,-37.92042,141.44919,"Lowland Forests",0,539480.361167353,5802919.37517915
"252","glenelg","H128x2018","H128",1,0,1,0,2018-04-16,2018-06-21,66,2018,-37.92171,141.45589,"Heathy Woodlands",0,540068.542995697,5802773.38928986
"253","glenelg","H129x2018","H129",1,0,0,1,2018-04-16,2018-06-21,66,2018,-37.92153,141.46096,"Lowland Forests",0,540514.250533492,5802791.1693161
"254","glenelg","H133x2018","H133",0,0,1,1,2018-04-19,2018-06-21,63,2018,-37.92095,141.48372,"Heathy Woodlands",0,542514.995816429,5802845.38582347
"255","glenelg","H134x2018","H134",0,0,0,0,2018-04-18,2018-06-21,64,2018,-37.92056,141.49017,"Heathy Woodlands",0,543082.128492617,5802885.69584698
"256","glenelg","H135x2018","H135",1,0,0,1,2018-04-18,2018-06-21,64,2018,-37.92128,141.49449,"Heathy Woodlands",0,543461.401468229,5802803.80552091
"257","glenelg","H139x2018","H139",1,0,0,0,2018-04-16,2018-06-21,66,2018,-37.92137,141.5172,"Lowland Forests",0,545457.372092708,5802782.98934047
"258","glenelg","H140x2018","H140",1,1,0,0,2018-04-16,2018-06-21,66,2018,-37.92064,141.52141,"Lowland Forests",0,545827.849915094,5802861.92289308
"259","glenelg","H15x2018","H15",1,1,0,0,2018-04-21,2018-06-19,59,2018,-37.88479,141.44901,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,539483.572495515,5806872.63840313
"260","glenelg","H16x2018","H16",0,0,0,1,2018-04-21,2018-06-19,59,2018,-37.88632,141.45391,"Heathy Woodlands",0,539913.629031092,5806700.79880545
"261","glenelg","H18x2018","H18",1,1,0,0,2018-04-19,2018-06-19,61,2018,-37.88532,141.46623,"Heathlands",0,540997.522826755,5806806.40753695
"262","glenelg","H22x2018","H22",1,0,0,0,2018-04-21,2018-06-19,59,2018,-37.88481,141.48923,"Lowland Forests",0,543020.316119894,5806852.63667106
"263","glenelg","H23x2018","H23",1,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88494,141.4942,"Lowland Forests",0,543457.278090732,5806835.90978907
"264","glenelg","H24x2018","H24",1,0,0,0,2018-04-20,2018-06-19,60,2018,-37.8852,141.50041,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,544003.200650096,5806804.15189924
"265","glenelg","H25x2018","H25",1,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88525,141.50603,"Lowland Forests",0,544497.364475189,5806795.93890452
"266","glenelg","H26x2018","H26",0,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88578,141.50988,"Lowland Forests",0,544835.592157576,5806735.29171607
"267","glenelg","H29x2018","H29",1,0,0,1,2018-04-23,2018-06-19,57,2018,-37.889,141.45085,"Heathy Woodlands",0,539643.116006605,5806404.75531575
"268","glenelg","H30x2018","H30",0,0,0,1,2018-04-23,2018-06-19,57,2018,-37.88987,141.45489,"Heathy Woodlands",0,539997.883272968,5806306.50365422
"269","glenelg","H32x2018","H32",0,0,0,1,2018-04-19,2018-06-19,61,2018,-37.88834,141.46654,"Heathlands",0,541023.107010344,5806471.19970039
"270","glenelg","H36x2018","H36",1,1,0,0,2018-04-21,2018-06-19,59,2018,-37.88959,141.48965,"Lowland Forests",0,543054.465520869,5806322.0973811
"271","glenelg","H37x2018","H37",0,1,0,0,2018-04-20,2018-06-20,61,2018,-37.88981,141.49446,"Lowland Forests",0,543477.277533243,5806295.45740843
"272","glenelg","H39x2018","H39",0,0,0,0,2018-04-20,2018-06-19,60,2018,-37.88889,141.50548,"Lowland Forests",0,544446.812218522,5806392.33937636
"273","glenelg","H4x2018","H4",0,0,0,0,2018-04-21,2018-06-19,59,2018,-37.88112,141.467,"Lowland Forests",0,541067.564799366,5807272.06220971
"274","glenelg","H40x2018","H40",0,0,0,0,2018-04-20,2018-06-19,60,2018,-37.89095,141.51227,"Lowland Forests",0,545042.605205527,5806160.52346484
"275","glenelg","H43x2018","H43",0,1,0,1,2018-04-23,2018-06-19,57,2018,-37.89429,141.45032,"Heathy Woodlands",0,539593.679778717,5805818.05024229
"276","glenelg","H46x2018","H46",1,0,0,0,2018-04-19,2018-06-19,61,2018,-37.89433,141.46629,"Heathy Woodlands",0,540997.802358324,5805806.71349665
"277","glenelg","H50x2018","H50",0,0,0,0,2018-04-21,2018-06-19,59,2018,-37.89436,141.48974,"Lowland Forests",0,543059.60078115,5805792.81937346
"278","glenelg","H51x2018","H51",0,0,0,0,2018-04-20,2018-06-20,61,2018,-37.89423,141.49468,"Lowland Forests",0,543494.021479042,5805804.95115902
"279","glenelg","H52x2018","H52",0,0,0,0,2018-04-21,2018-06-20,60,2018,-37.89448,141.49994,"Lowland Forests",0,543956.353586514,5805774.74777421
"280","glenelg","H53x2018","H53",0,0,0,0,2018-04-20,2018-06-19,60,2018,-37.89487,141.50772,"Lowland Forests",0,544640.165421412,5805727.78215328
"281","glenelg","H57x2018","H57",0,0,0,1,2018-04-23,2018-06-19,57,2018,-37.89792,141.44875,"Heathy Woodlands",0,539453.701705183,5805415.96349387
"282","glenelg","H60x2018","H60",1,0,0,0,2018-04-19,2018-06-19,61,2018,-37.89904,141.46592,"Heathlands",0,540962.660234348,5805284.29667676
"283","glenelg","H62x2018","H62",0,0,1,0,2018-04-22,2018-06-20,59,2018,-37.89913,141.47844,"Heathlands",0,542063.346098643,5805268.73871508
"284","glenelg","H63x2018","H63",0,0,0,0,2018-04-22,2018-06-20,59,2018,-37.89865,141.48315,"Heathy Woodlands",0,542477.716772538,5805319.86070155
"285","glenelg","H64x2018","H64",0,0,0,0,2018-04-22,2018-06-20,59,2018,-37.89871,141.48951,"Lowland Forests",0,543036.845444633,5805310.28812014
"286","glenelg","H65x2018","H65",0,0,0,1,2018-04-20,2018-06-20,61,2018,-37.8984,141.49413,"Lowland Forests",0,543443.212296195,5805342.54120478
"287","glenelg","H66x2018","H66",0,0,0,1,2018-04-21,2018-06-20,60,2018,-37.89859,141.50019,"Lowland Forests",0,543975.889231811,5805318.62062765
"288","glenelg","H7x2018","H7",1,0,0,0,2018-04-23,2018-06-19,57,2018,-37.8775,141.48567,"Herb-rich Woodlands",0,542711.488020581,5807665.32268938
"289","glenelg","H71x2018","H71",0,0,0,1,2018-04-23,2018-06-19,57,2018,-37.9032,141.44801,"Heathlands",0,539385.827293152,5804830.45476111
"290","glenelg","H72x2018","H72",0,0,0,1,2018-04-22,2018-06-20,59,2018,-37.90568,141.45373,"Heathlands",0,539887.352581128,5804552.86492552
"291","glenelg","H73x2018","H73",0,1,1,1,2018-04-19,2018-06-19,61,2018,-37.90094,141.46373,"Heathy Woodlands",0,540769.071101963,5805074.44914361
"292","glenelg","H74x2018","H74",0,0,0,0,2018-04-19,2018-06-20,62,2018,-37.90334,141.46634,"Heathy Woodlands",0,540997.20045496,5804807.02232067
"293","glenelg","H75x2018","H75",0,0,0,0,2018-04-22,2018-06-20,59,2018,-37.90318,141.47251,"Heathy Woodlands",0,541539.714674247,5804822.04430628
"294","glenelg","H76x2018","H76",0,1,0,1,2018-04-22,2018-06-20,59,2018,-37.90236,141.47664,"Heathlands",0,541903.261898448,5804911.17672413
"295","glenelg","H77x2018","H77",0,0,0,1,2018-04-22,2018-06-21,60,2018,-37.90305,141.4833,"Heathy Woodlands",0,542488.374900984,5804831.60717855
"296","glenelg","H78x2018","H78",1,0,0,1,2018-04-18,2018-06-21,64,2018,-37.90356,141.48908,"Heathy Woodlands",0,542996.218606747,5804772.37306809
"297","glenelg","H79x2018","H79",0,0,0,1,2018-04-18,2018-06-21,64,2018,-37.90323,141.49478,"Lowland Forests",0,543497.516856898,5804806.34382592
"298","glenelg","H8x2018","H8",1,0,0,0,2018-04-21,2018-06-19,59,2018,-37.88077,141.48882,"Lowland Forests",0,542986.610944825,5807301.06713557
"299","glenelg","H80x2018","H80",0,0,0,1,2018-04-18,2018-06-21,62,2018,-37.9032,141.50047,"Lowland Forests",0,543997.761934284,5804807.00329841
"300","glenelg","H81x2018","H81",0,0,1,0,2018-04-17,2018-06-19,63,2018,-37.90111,141.50765,"Heathy Woodlands",0,544630.242702786,5805035.47997969
"301","glenelg","H82x2018","H82",0,1,1,1,2018-04-19,2018-06-20,62,2018,-37.90315,141.51184,"Heathy Woodlands",0,544997.368406687,5804807.12599574
"302","glenelg","H83x2018","H83",0,0,0,1,2018-04-17,2018-06-20,64,2018,-37.90296,141.51693,"Lowland Forests",0,545444.965200667,5804825.73871757
"303","glenelg","H84x2018","H84",0,0,0,1,2018-04-17,2018-06-20,64,2018,-37.90263,141.52325,"Lowland Forests",0,546000.785784643,5804859.25425113
"304","glenelg","H85x2018","H85",1,0,0,0,2018-04-22,2018-06-19,58,2018,-37.90756,141.44903,"Heathy Woodlands",0,539473.169658666,5804346.27657601
"305","glenelg","H86x2018","H86",1,1,0,0,2018-04-22,2018-06-20,59,2018,-37.90819,141.45479,"Heathy Woodlands",0,539979.179416536,5804273.92355137
"306","glenelg","H87x2018","H87",1,1,0,1,2018-04-16,2018-06-20,65,2018,-37.90704,141.45941,"Heathlands",0,540385.940023707,5804399.52670644
"307","glenelg","H88x2018","H88",1,1,0,0,2018-04-16,2018-06-20,65,2018,-37.90831,141.46601,"Heathy Woodlands",0,540965.433629996,5804255.73983735
"308","glenelg","H89x2018","H89",0,0,0,1,2018-04-18,2018-06-20,63,2018,-37.90782,141.47206,"Heathy Woodlands",0,541497.547754137,5804307.43096276
"309","glenelg","H9x2018","H9",1,1,0,0,2018-04-21,2018-06-19,59,2018,-37.88149,141.49619,"Herb-rich Woodlands",0,543634.304626141,5807217.76164779
"310","glenelg","H90x2018","H90",1,1,0,1,2018-04-18,2018-06-21,64,2018,-37.90783,141.47783,"Heathy Woodlands",0,542004.770423271,5804303.73811669
"311","glenelg","H91x2018","H91",1,0,0,1,2018-04-17,2018-06-21,65,2018,-37.90778,141.48344,"Heathy Woodlands",0,542497.962313578,5804306.74389091
"312","glenelg","H92x2018","H92",0,0,0,1,2018-04-17,2018-06-21,65,2018,-37.90736,141.48951,"Heathy Woodlands",0,543031.80814846,5804350.55982396
"313","glenelg","H93x2018","H93",1,0,0,1,2018-04-17,2018-06-21,65,2018,-37.90772,141.49427,"Heathy Woodlands",0,543450.040722638,5804308.41016883
"314","glenelg","H94x2018","H94",0,0,0,1,2018-04-17,2018-06-21,65,2018,-37.90823,141.5003,"Heathy Woodlands",0,543979.822694794,5804248.99822855
"315","glenelg","H95x2018","H95",0,0,0,0,2018-04-17,2018-06-21,65,2018,-37.9064,141.5045,"Heathy Woodlands",0,544350.132469466,5804450.0501425
"316","glenelg","H96x2018","H96",0,0,0,0,2018-04-19,2018-06-20,62,2018,-37.90766,141.51457,"Heathy Woodlands",0,545234.611381806,5804305.41450662
"317","glenelg","H97x2018","H97",0,0,0,0,2018-04-19,2018-06-20,62,2018,-37.90723,141.51734,"Heathy Woodlands",0,545478.381728308,5804351.77635901
"318","glenelg","H98x2018","H98",0,0,0,1,2018-04-17,2018-06-20,64,2018,-37.9077,141.52374,"Lowland Forests",0,546040.704617899,5804296.4886864
"319","glenelg","H99x2018","H99",1,0,0,0,2018-04-22,2018-06-20,59,2018,-37.91283,141.44803,"Heathy Woodlands",0,539382.452222868,5803761.98646275
"320","glenelg","M10x2018","M10",0,0,0,0,2018-05-04,2018-06-25,52,2018,-38.1772,141.66767,"Heathy Woodlands",8,558478.624184394,5774313.36753334
"321","glenelg","M100x2018","M100",0,0,0,0,2018-05-04,2018-06-22,49,2018,-38.20852,141.69663,"Lowland Forests",15,560989.020544402,5770819.50606718
"322","glenelg","M102x2018","M102",1,0,0,0,2018-04-30,2018-06-25,56,2018,-38.21344,141.64528,"Dry Forests",11,556489.546929832,5770306.15834535
"323","glenelg","M103x2018","M103",0,0,0,0,2018-04-30,2018-06-26,57,2018,-38.21374,141.65115,"Heathy Woodlands",12,557003.193718817,5770269.27448007
"324","glenelg","M104x2018","M104",0,0,1,1,2018-04-30,2018-06-26,57,2018,-38.21339,141.65788,"Heathy Woodlands",13,557592.635618949,5770303.94620266
"325","glenelg","M105x2018","M105",0,0,1,0,2018-04-30,2018-06-26,57,2018,-38.21355,141.66254,"Heathy Woodlands",13,558000.462215281,5770283.28494513
"326","glenelg","M106x2018","M106",0,0,0,1,2018-05-06,2018-06-25,50,2018,-38.21358,141.66954,"Heathy Woodlands",14,558613.242807386,5770275.54938756
"327","glenelg","M108x2018","M108",0,0,0,1,2018-05-01,2018-06-26,56,2018,-38.21349,141.68067,"Heathy Woodlands",15,559587.675628704,5770278.43338281
"328","glenelg","M109x2018","M109",1,0,0,0,2018-05-02,2018-06-25,54,2018,-38.21288,141.68573,"Lowland Forests",13,560031.147706016,5770342.85018051
"329","glenelg","M11x2018","M11",0,1,0,0,2018-05-04,2018-06-25,52,2018,-38.17733,141.67346,"Lowland Forests",8,558985.648558666,5774295.27438681
"330","glenelg","M110x2018","M110",0,0,0,1,2018-05-04,2018-06-26,53,2018,-38.21307,141.69067,"Lowland Forests",13,560463.459929783,5770318.55473302
"331","glenelg","M111x2018","M111",1,0,0,0,2018-05-01,2018-06-25,55,2018,-38.21785,141.64563,"Dry Forests",8,556516.776018178,5769816.62077775
"332","glenelg","M112x2018","M112",0,0,0,0,2018-04-30,2018-06-26,57,2018,-38.21783,141.65183,"Dry Forests",12,557059.529085043,5769815.03806728
"333","glenelg","M113x2018","M113",1,0,0,0,2018-04-30,2018-06-26,57,2018,-38.21765,141.65671,"Dry Forests",13,557486.857834778,5769831.99249875
"334","glenelg","M114x2018","M114",0,1,0,0,2018-04-30,2018-06-26,57,2018,-38.21748,141.662,"Dry Forests",15,557950.071767422,5769847.55836937
"335","glenelg","M115x2018","M115",0,1,0,1,2018-05-06,2018-06-25,50,2018,-38.2184,141.67105,"Heathy Woodlands",17,558741.558360915,5769739.77527339
"336","glenelg","M116x2018","M116",0,0,1,1,2018-05-01,2018-06-22,52,2018,-38.21806,141.67414,"Heathy Woodlands",15,559012.324595661,5769775.53647929
"337","glenelg","M117x2018","M117",0,1,0,1,2018-05-01,2018-05-20,19,2018,-38.21745,141.68052,"Heathy Woodlands",16,559571.31545943,5769839.13614386
"338","glenelg","M118x2018","M118",1,0,0,0,2018-05-02,2018-06-25,54,2018,-38.21773,141.68575,"Lowland Forests",13,560028.913970142,5769804.69072634
