"","station_year","fox","cat","potoroo_ln","bandicoot_sb","station","date_end","date_start","year","latitude","longitude","region","data_source","survey_duration","block","X_EVCNAME","XGROUPNAME","evc_mod","EFG_NAME","efg_mod","tsf","wetness","ruggedness","elevation","npp","bio1_temperature","bio12_rainfall","bio32_moisture","dist_nnv","dist_farmland","dist_plantation","foxbaits","treatment","rainfall_actual_prior_18months","rainfall_median_prior_18months","rain_diff_percent"
"1104","FA1_048_2016",0,0,0,1,"FA1_048","2016-12-05","2016-10-12",2016,-38.36648044,144.1242246,"otways","otway_ark",54,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",50,6.68482875823975,0.601478576660156,138.903900146484,4.93994188308716,13.9879,655.4738,0.9561,3938.22342428143,3969.13984023199,5674.30274863119,11,"treatment",946.811764705882,1023.87058823529,-7.48132496989574
"1105","FA1_048_2017",0,0,0,0,"FA1_048","2017-12-07","2017-10-30",2017,-38.36648044,144.1242246,"otways","otway_ark",38,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",51,6.68482875823975,0.601478576660156,138.903900146484,4.93994188308716,13.9879,655.4738,0.9561,3938.22342428143,3969.13984023199,5674.30274863119,11,"treatment",1219.68947368421,1034.50526315789,17.904919740344
"1106","FA1_048_2018",0,0,0,0,"FA1_048","2018-12-11","2018-10-18",2018,-38.36648044,144.1242246,"otways","otway_ark",54,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",52,6.68482875823975,0.601478576660156,138.903900146484,4.93994188308716,13.9879,655.4738,0.9561,3938.22342428143,3969.13984023199,5674.30274863119,11,"treatment",848.765,1019.8,-16.6817401851666
"1107","FA1_049_2016",0,0,0,0,"FA1_049","2016-12-02","2016-10-12",2016,-38.36408104,144.1025819,"otways","otway_ark",51,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",50,7.62428903579712,1.30705070495605,195.827209472656,4.93994188308716,13.538,743.9079,0.9971,4415.30167228844,4257.74481575029,4046.17578695515,9,"treatment",957.979012345679,1027.08888888889,-6.69236161223001
"1108","FA1_049_2017",0,0,0,0,"FA1_049","2017-12-01","2017-10-23",2017,-38.36408104,144.1025819,"otways","otway_ark",39,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",51,7.62428903579712,1.30705070495605,195.827209472656,4.93994188308716,13.538,743.9079,0.9971,4415.30167228844,4257.74481575029,4046.17578695515,9,"treatment",1234.12222222222,1026.91111111111,20.1926297616804
"1109","FA1_049_2018",0,0,0,0,"FA1_049","2018-11-20","2018-10-18",2018,-38.36408104,144.1025819,"otways","otway_ark",33,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",52,7.62428903579712,1.30705070495605,195.827209472656,4.93994188308716,13.538,743.9079,0.9971,4415.30167228844,4257.74481575029,4046.17578695515,9,"treatment",844.207692307692,1029.44615384615,-17.8846541145335
"1110","FA1_050_2016",1,0,0,0,"FA1_050","2016-12-02","2016-10-12",2016,-38.37527515,144.0931507,"otways","otway_ark",51,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",50,7.36288070678711,0.134336471557617,213.672805786133,4.97436332702637,13.4648,774.7234,0.9991,4193.41654909541,2996.95950405409,2790.94491831704,5,"treatment",947.175,1018.43333333333,-6.95195245069601
"1111","FA1_050_2017_1",0,0,0,0,"FA1_050","2017-02-28","2017-01-25",2017,-38.37527515,144.0931507,"otways","otway_ark",34,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",51,7.36288070678711,0.134336471557617,213.672805786133,4.97436332702637,13.4648,774.7234,0.9991,4193.41654909541,2996.95950405409,2790.94491831704,5,"treatment",889.118518518518,952.12962962963,-6.5987296916636
"1112","FA1_050_2017_2",0,0,0,0,"FA1_050","2017-12-05","2017-10-31",2017,-38.37527515,144.0931507,"otways","otway_ark",35,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",51,7.36288070678711,0.134336471557617,213.672805786133,4.97436332702637,13.4648,774.7234,0.9991,4193.41654909541,2996.95950405409,2790.94491831704,7,"treatment",1224.75833333333,1033.09166666667,18.5676429259551
"1113","FA1_050_2018",0,0,0,0,"FA1_050","2018-11-20","2018-10-17",2018,-38.37527515,144.0931507,"otways","otway_ark",34,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",52,7.36288070678711,0.134336471557617,213.672805786133,4.97436332702637,13.4648,774.7234,0.9991,4193.41654909541,2996.95950405409,2790.94491831704,7,"treatment",825.642105263158,1035.8,-20.255990270932
"1114","FA1_051_2016",0,0,0,0,"FA1_051","2016-12-02","2016-10-12",2016,-38.37923301,144.1206585,"otways","otway_ark",51,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",50,6.06907224655151,1.27213478088379,168.250381469727,4.81851100921631,13.8084,699.7258,0.9843,3528.59403237582,4466.19170714537,5072.73629030618,7,"treatment",945.091666666667,1026.17916666667,-7.87045655734599
"1115","FA1_051_2017_1",0,0,0,0,"FA1_051","2017-02-28","2017-01-25",2017,-38.37923301,144.1206585,"otways","otway_ark",34,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",51,6.06907224655151,1.27213478088379,168.250381469727,4.81851100921631,13.8084,699.7258,0.9843,3528.59403237582,4466.19170714537,5072.73629030618,7,"treatment",889.416666666667,946.425,-5.9868348823431
"1116","FA1_051_2017_2",0,0,0,0,"FA1_051","2017-12-05","2017-10-31",2017,-38.37923301,144.1206585,"otways","otway_ark",35,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",51,6.06907224655151,1.27213478088379,168.250381469727,4.81851100921631,13.8084,699.7258,0.9843,3528.59403237582,4466.19170714537,5072.73629030618,9,"treatment",1225.052,1034.76,18.4006478256978
"1117","FA1_051_2018",0,0,0,0,"FA1_051","2018-11-20","2018-10-17",2018,-38.37923301,144.1206585,"otways","otway_ark",34,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",52,6.06907224655151,1.27213478088379,168.250381469727,4.81851100921631,13.8084,699.7258,0.9843,3528.59403237582,4466.19170714537,5072.73629030618,9,"treatment",834.618518518518,1030.82962962963,-18.9761693251241
"1118","FA1_052_2016",0,0,0,0,"FA1_052","2016-12-02","2016-10-12",2016,-38.38361171,144.1456964,"otways","otway_ark",51,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",4,6.09212923049927,0.968986511230469,97.7138137817383,4.8325023651123,14.2157,615.3302,0.921,1312.76312119369,2284.14927172007,7240.45583063915,5,"treatment",940.913333333333,1023.01333333333,-7.99375129373018
"1119","FA1_052_2017_1",1,0,0,0,"FA1_052","2017-02-28","2017-01-25",2017,-38.38361171,144.1456964,"otways","otway_ark",34,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",5,6.09212923049927,0.968986511230469,97.7138137817383,4.8325023651123,14.2157,615.3302,0.921,1312.76312119369,2284.14927172007,7240.45583063915,5,"treatment",889.488888888889,946.488888888889,-5.99617241551105
"1120","FA1_052_2017_2",0,0,0,0,"FA1_052","2017-12-05","2017-10-30",2017,-38.38361171,144.1456964,"otways","otway_ark",36,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",5,6.09212923049927,0.968986511230469,97.7138137817383,4.8325023651123,14.2157,615.3302,0.921,1312.76312119369,2284.14927172007,7240.45583063915,7,"treatment",1230.53636363636,1030.90909090909,19.376184300835
"1121","FA1_052_2018",0,1,0,0,"FA1_052","2018-11-18","2018-10-17",2018,-38.38361171,144.1456964,"otways","otway_ark",32,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",6,6.09212923049927,0.968986511230469,97.7138137817383,4.8325023651123,14.2157,615.3302,0.921,1312.76312119369,2284.14927172007,7240.45583063915,7,"treatment",828.475,1028.72,-19.416973825534
"1122","FA1_053_2016",0,0,0,0,"FA1_053","2016-11-25","2016-10-12",2016,-38.399869,144.14257,"otways","otway_ark",44,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",27,7.02287864685059,0.153643369674683,28.4627170562744,5.3464674949646,14.3229,607.2296,0.9148,992.513584450449,2098.90401206855,7205.11220238294,2,"treatment",953.926086956522,1024.4347826087,-6.83751355924711
"1123","FA1_053_2017_1",0,0,0,0,"FA1_053","2017-02-28","2017-01-25",2017,-38.399869,144.14257,"otways","otway_ark",34,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",28,7.02287864685059,0.153643369674683,28.4627170562744,5.3464674949646,14.3229,607.2296,0.9148,992.513584450449,2098.90401206855,7205.11220238294,2,"treatment",890.757894736842,949.757894736843,-6.18180930984572
"1124","FA1_053_2017_2",0,0,0,0,"FA1_053","2017-11-30","2017-10-25",2017,-38.399869,144.14257,"otways","otway_ark",36,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",28,7.02287864685059,0.153643369674683,28.4627170562744,5.3464674949646,14.3229,607.2296,0.9148,992.513584450449,2098.90401206855,7205.11220238294,10,"treatment",1225.40666666667,1030.24,18.9534118622422
"1125","FA1_053_2018",0,1,0,0,"FA1_053","2018-12-01","2018-10-26",2018,-38.399869,144.14257,"otways","otway_ark",36,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",29,7.02287864685059,0.153643369674683,28.4627170562744,5.3464674949646,14.3229,607.2296,0.9148,992.513584450449,2098.90401206855,7205.11220238294,10,"treatment",826.833333333333,1029.54666666667,-19.6821743438613
"1126","FA1_054_2016",1,0,0,1,"FA1_054","2016-11-30","2016-10-20",2016,-38.41532,144.159951,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",5,7.17620706558228,0.247900009155273,108.536170959473,4.87660598754883,14.0435,673.6011,0.9673,452.638596616466,837.525851465788,9195.78413886572,0,"treatment",951.272413793104,1032.86896551724,-7.88905152149367
"1127","FA1_054_2017",1,0,0,0,"FA1_054","2017-12-02","2017-10-25",2017,-38.41532,144.159951,"otways","otway_ark",38,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",6,7.17620706558228,0.247900009155273,108.536170959473,4.87660598754883,14.0435,673.6011,0.9673,452.638596616466,837.525851465788,9195.78413886572,4,"treatment",1228.4,1036.5375,18.5290352639262
"1128","FA1_054_2018",1,0,0,0,"FA1_054","2018-12-05","2018-10-23",2018,-38.41532,144.159951,"otways","otway_ark",43,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",7,7.17620706558228,0.247900009155273,108.536170959473,4.87660598754883,14.0435,673.6011,0.9673,452.638596616466,837.525851465788,9195.78413886572,4,"treatment",829.993548387097,1031.62580645161,-19.5239544282785
"1129","FA1_055_2016",1,0,0,1,"FA1_055","2016-11-30","2016-10-20",2016,-38.416441,144.168163,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",18,7.9584698677063,1.60015773773193,85.9411926269531,NA,14.0027,680.5834,0.9713,168.28172305386,502.746090497209,9909.22993964855,0,"treatment",942.076744186047,1029.8976744186,-8.51439363831116
"1130","FA1_055_2017",1,0,0,1,"FA1_055","2017-12-04","2017-10-25",2017,-38.416441,144.168163,"otways","otway_ark",40,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",19,7.9584698677063,1.60015773773193,85.9411926269531,NA,14.0027,680.5834,0.9713,168.28172305386,502.746090497209,9909.22993964855,2,"treatment",1225.25714285714,1033.32857142857,18.5845520490613
"1131","FA1_055_2018",1,0,0,1,"FA1_055","2018-12-05","2018-10-23",2018,-38.416441,144.168163,"otways","otway_ark",43,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",20,7.9584698677063,1.60015773773193,85.9411926269531,NA,14.0027,680.5834,0.9713,168.28172305386,502.746090497209,9909.22993964855,2,"treatment",826.84,1031.08666666667,-19.7922324754739
"1132","FA1_056_2016",0,1,0,1,"FA1_056","2016-11-30","2016-10-20",2016,-38.424475,144.16788,"otways","otway_ark",41,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathlands","Damp Scrub","Heathland (sands) (general)",9,9.42587280273438,0.465829372406006,33.5806350708008,NA,14.0027,680.5834,0.9713,82.680400051594,859.950300512564,10238.462855159,0,"treatment",959.144776119403,1026.38805970149,-6.52512099986568
"1133","FA1_056_2017",1,0,0,1,"FA1_056","2017-12-05","2017-10-25",2017,-38.424475,144.16788,"otways","otway_ark",41,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathlands","Damp Scrub","Heathland (sands) (general)",10,9.42587280273438,0.465829372406006,33.5806350708008,NA,14.0027,680.5834,0.9713,82.680400051594,859.950300512564,10238.462855159,1,"treatment",1226.22098765432,1033.93580246914,18.609052217271
"1134","FA1_056_2018",1,1,0,1,"FA1_056","2018-12-05","2018-10-23",2018,-38.424475,144.16788,"otways","otway_ark",43,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathlands","Damp Scrub","Heathland (sands) (general)",11,9.42587280273438,0.465829372406006,33.5806350708008,NA,14.0027,680.5834,0.9713,82.680400051594,859.950300512564,10238.462855159,1,"treatment",834.595833333333,1029.74722222222,-18.9296855909778
"1135","FA1_057_2016",1,0,0,0,"FA1_057","2016-11-30","2016-10-12",2016,-38.40952579,144.1367763,"otways","otway_ark",49,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",39,6.08896493911743,0.602024078369141,86.0413284301758,5.64885187149048,14.2128,635.2079,0.9406,1872.52987188843,2472.43310936863,7078.76289138752,0,"treatment",950.257142857143,1021.48571428571,-6.94800901075891
"1136","FA1_057_2017_1",0,0,0,0,"FA1_057","2017-02-28","2017-01-25",2017,-38.40952579,144.1367763,"otways","otway_ark",34,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",40,6.08896493911743,0.602024078369141,86.0413284301758,5.64885187149048,14.2128,635.2079,0.9406,1872.52987188843,2472.43310936863,7078.76289138752,0,"treatment",889.258823529412,955.388235294118,-6.91052720295904
"1137","FA1_057_2017_2",0,0,0,1,"FA1_057","2017-12-05","2017-10-25",2017,-38.40952579,144.1367763,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",40,6.08896493911743,0.602024078369141,86.0413284301758,5.64885187149048,14.2128,635.2079,0.9406,1872.52987188843,2472.43310936863,7078.76289138752,11,"treatment",1222.71176470588,1035.78823529412,18.058283358785
"1138","FA1_057_2018",0,0,0,0,"FA1_057","2018-12-05","2018-10-16",2018,-38.40952579,144.1367763,"otways","otway_ark",50,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",41,6.08896493911743,0.602024078369141,86.0413284301758,5.64885187149048,14.2128,635.2079,0.9406,1872.52987188843,2472.43310936863,7078.76289138752,11,"treatment",833.622222222222,1028.33333333333,-18.8896313551684
"1139","FA1_058_2016",0,0,0,0,"FA1_058","2016-11-30","2016-10-13",2016,-38.41478535,144.1265768,"otways","otway_ark",48,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",11,6.51096248626709,0.826203346252441,85.4734115600586,5.64885187149048,14.198,639.4155,0.9449,1066.42256609705,3424.47048159731,6546.50708549356,0,"treatment",946.764516129032,1027.96774193548,-7.87267893332435
"1140","FA1_058_2017_1",0,0,0,0,"FA1_058","2017-02-28","2017-01-31",2017,-38.41478535,144.1265768,"otways","otway_ark",28,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",12,6.51096248626709,0.826203346252441,85.4734115600586,5.64885187149048,14.198,639.4155,0.9449,1066.42256609705,3424.47048159731,6546.50708549356,0,"treatment",888.434782608696,947.14347826087,-6.1614667645809
"1141","FA1_058_2017_2",0,0,0,0,"FA1_058","2017-12-05","2017-10-25",2017,-38.41478535,144.1265768,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",12,6.51096248626709,0.826203346252441,85.4734115600586,5.64885187149048,14.198,639.4155,0.9449,1066.42256609705,3424.47048159731,6546.50708549356,13,"treatment",1224.564,1038.632,17.9166123383345
"1142","FA1_058_2018",0,1,0,0,"FA1_058","2018-12-05","2018-10-20",2018,-38.41478535,144.1265768,"otways","otway_ark",46,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",13,6.51096248626709,0.826203346252441,85.4734115600586,5.64885187149048,14.198,639.4155,0.9449,1066.42256609705,3424.47048159731,6546.50708549356,13,"treatment",837.772413793103,1028.28275862069,-18.4752844683366
"1143","FA1_059_2016",0,0,0,0,"FA1_059","2016-12-05","2016-10-13",2016,-38.40032296,144.1229063,"otways","otway_ark",53,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",36,5.69292449951172,1.1329517364502,120.49486541748,5.64885187149048,14.1668,640.1938,0.9462,2661.50569581725,3787.7618433908,5578.07553803133,1,"treatment",954.1,1007.68888888889,-5.26699631790124
"1144","FA1_059_2017",0,0,0,0,"FA1_059","2017-12-07","2017-10-25",2017,-38.40032296,144.1229063,"otways","otway_ark",43,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",37,5.69292449951172,1.1329517364502,120.49486541748,5.64885187149048,14.1668,640.1938,0.9462,2661.50569581725,3787.7618433908,5578.07553803133,11,"treatment",1232.36666666667,1026.2,20.1296976961148
"1145","FA1_059_2018",0,0,0,0,"FA1_059","2018-12-05","2018-10-16",2018,-38.40032296,144.1229063,"otways","otway_ark",50,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",38,5.69292449951172,1.1329517364502,120.49486541748,5.64885187149048,14.1668,640.1938,0.9462,2661.50569581725,3787.7618433908,5578.07553803133,11,"treatment",844.766666666667,1023.53333333333,-17.3616253716018
"1146","FA1_060_2016",1,0,0,0,"FA1_060","2016-12-04","2016-10-13",2016,-38.39753263,144.1032011,"otways","otway_ark",52,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",36,8.00644111633301,1.75419330596924,59.4629936218262,5.41881513595581,14.0831,658.9656,0.9613,3267.07896182774,3957.32332814278,3859.36392488873,1,"treatment",945.433333333333,1029.17948717949,-8.11720055649593
"1147","FA1_060_2017",0,0,0,0,"FA1_060","2017-12-07","2017-10-25",2017,-38.39753263,144.1032011,"otways","otway_ark",43,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",37,8.00644111633301,1.75419330596924,59.4629936218262,5.41881513595581,14.0831,658.9656,0.9613,3267.07896182774,3957.32332814278,3859.36392488873,9,"treatment",1228.79090909091,1031.50909090909,19.1404124247137
"1148","FA1_060_2018",0,0,0,0,"FA1_060","2018-12-05","2018-10-18",2018,-38.39753263,144.1032011,"otways","otway_ark",48,"FA1","Riparian Scrub/Swampy Riparian Woodland Complex","Riparian Scrubs or Swampy Scrubs and Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",38,8.00644111633301,1.75419330596924,59.4629936218262,5.41881513595581,14.0831,658.9656,0.9613,3267.07896182774,3957.32332814278,3859.36392488873,9,"treatment",851.475,1021.25,-16.5272244427694
"1149","FA1_061_2016",0,0,0,0,"FA1_061","2016-12-05","2016-10-13",2016,-38.39408373,144.0796399,"otways","otway_ark",53,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",7,6.80023097991943,0.778657913208008,114.69945526123,5.922119140625,14.077,653.3977,0.9589,4657.57288621773,1937.02229456791,1851.51445618147,0,"treatment",936.82,1024.976,-8.58754182993866
"1150","FA1_061_2017",0,0,0,0,"FA1_061","2017-12-04","2017-10-25",2017,-38.39408373,144.0796399,"otways","otway_ark",40,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",8,6.80023097991943,0.778657913208008,114.69945526123,5.922119140625,14.077,653.3977,0.9589,4657.57288621773,1937.02229456791,1851.51445618147,8,"treatment",1228.05294117647,1033.58823529412,18.8324614690754
"1151","FA1_061_2018",0,1,0,0,"FA1_061","2018-12-05","2018-10-16",2018,-38.39408373,144.0796399,"otways","otway_ark",50,"FA1","Lowland Forest","Lowland Forests","Lowland Forests","Tall Mixed Forest","Tall Mixed Forest",9,6.80023097991943,0.778657913208008,114.69945526123,5.922119140625,14.077,653.3977,0.9589,4657.57288621773,1937.02229456791,1851.51445618147,8,"treatment",840.304347826087,1027.54782608696,-18.15866315574
"1152","FA1_062_2016",0,0,0,0,"FA1_062","2016-11-30","2016-10-13",2016,-38.40631829,144.0790166,"otways","otway_ark",48,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",77,5.87420082092285,1.32449913024902,224.88330078125,6.03081321716309,13.4842,793.15,0.9996,3779.47667932063,2588.55734689739,2821.9472799264,0,"treatment",946.788888888889,1017.91111111111,-6.92447839442349
"1153","FA1_062_2017_1",0,0,0,0,"FA1_062","2017-12-05","2017-10-25",2017,-38.40631829,144.0790166,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",78,5.87420082092285,1.32449913024902,224.88330078125,6.03081321716309,13.4842,793.15,0.9996,3779.47667932063,2588.55734689739,2821.9472799264,10,"treatment",1223.5,1034.6375,18.2706970601313
"1154","FA1_062_2017_2",0,0,0,0,"FA1_062","2017-03-02","2017-01-31",2017,-38.40631829,144.0790166,"otways","otway_ark",30,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",78,5.87420082092285,1.32449913024902,224.88330078125,6.03081321716309,13.4842,793.15,0.9996,3779.47667932063,2588.55734689739,2821.9472799264,0,"treatment",892.15,940.1,-5.058771410691
"1155","FA1_062_2018",0,0,0,0,"FA1_062","2018-12-05","2018-10-16",2018,-38.40631829,144.0790166,"otways","otway_ark",50,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",79,5.87420082092285,1.32449913024902,224.88330078125,6.03081321716309,13.4842,793.15,0.9996,3779.47667932063,2588.55734689739,2821.9472799264,10,"treatment",838.133333333333,1027.46666666667,-18.3735009743788
"1156","FA1_063_2016",1,0,0,0,"FA1_063","2016-11-30","2016-10-12",2016,-38.41162965,144.0944199,"otways","otway_ark",49,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",17,6.7488956451416,0.633394241333008,215.274337768555,5.64885187149048,13.7619,732.821,0.9959,2359.40915528342,3659.03685918081,4113.31479534736,0,"treatment",957.354545454545,1022.92727272727,-6.36616034589496
"1157","FA1_063_2017_1",0,0,0,0,"FA1_063","2017-02-28","2017-01-31",2017,-38.41162965,144.0944199,"otways","otway_ark",28,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",18,6.7488956451416,0.633394241333008,215.274337768555,5.64885187149048,13.7619,732.821,0.9959,2359.40915528342,3659.03685918081,4113.31479534736,0,"treatment",892.522580645161,938.367741935484,-4.86479798405281
"1158","FA1_063_2017_2",0,0,0,0,"FA1_063","2017-12-05","2017-10-25",2017,-38.41162965,144.0944199,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",18,6.7488956451416,0.633394241333008,215.274337768555,5.64885187149048,13.7619,732.821,0.9959,2359.40915528342,3659.03685918081,4113.31479534736,10,"treatment",1224.62777777778,1033.14444444444,18.5450968833381
"1159","FA1_063_2018",0,0,0,0,"FA1_063","2018-12-05","2018-10-16",2018,-38.41162965,144.0944199,"otways","otway_ark",50,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",19,6.7488956451416,0.633394241333008,215.274337768555,5.64885187149048,13.7619,732.821,0.9959,2359.40915528342,3659.03685918081,4113.31479534736,10,"treatment",836.335897435897,1029.31282051282,-18.692167647529
"1160","FA1_064_2016",1,0,0,0,"FA1_064","2016-11-30","2016-10-12",2016,-38.41301895,144.1087519,"otways","otway_ark",49,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",17,6.44259548187256,0.684089660644531,144.955261230469,5.69758272171021,13.8413,715.541,0.992,1487.65945049495,3706.01504481402,5146.58194754658,0,"treatment",952.06,1030.13,-7.55435085282444
"1161","FA1_064_2017_1",1,1,0,0,"FA1_064","2017-02-28","2017-01-31",2017,-38.41301895,144.1087519,"otways","otway_ark",28,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",18,6.44259548187256,0.684089660644531,144.955261230469,5.69758272171021,13.8413,715.541,0.992,1487.65945049495,3706.01504481402,5146.58194754658,0,"treatment",888.414814814815,947.955555555556,-6.24829243993455
"1162","FA1_064_2017_2",0,0,0,0,"FA1_064","2017-12-05","2017-10-25",2017,-38.41301895,144.1087519,"otways","otway_ark",41,"FA1","Heathy Woodland","Heathy Woodlands","Heathy Woodlands","Heathland (sands) (general)","Heathland (sands) (general)",18,6.44259548187256,0.684089660644531,144.955261230469,5.69758272171021,13.8413,715.541,0.992,1487.65945049495,3706.01504481402,5146.58194754658,12,"treatment",1226.3,1031.74285714286,18.8756457664473
